time [s],expiration [NA](/api/datatype/35/)
553.484375,23422
556.046875,23418
559.046875,23412
562.28125,23420
564.4453125,23424
568.453125,23432
571.75,23422
574.8046875,23417
581.171875,23396
585.765625,23436
593.453125,23325
596.703125,23416
600.6953125,23400
603.2421875,23426
607.1015625,23411
612.484375,23393
622.0078125,23367
626.578125,23381
633.59375,23374
645.3828125,23423
649.3359375,23421
654.0625,23405
661.046875,23407
666.171875,23423
668.6484375,23397
672.328125,23403
676.9609375,23394
680.453125,23389
683.234375,23390
686.9453125,23404
690.75,23409
693.875,23441
698.3984375,23410
702.0234375,23435
705.71875,23233
710.3046875,23390
714.9609375,23397
717.8359375,23403
722.4140625,23402
726.7265625,23395
728.7578125,23394
731.6640625,23347
735.9453125,23377
738.375,23352
741.59375,23451
745.296875,23447
748.734375,23475
751.7890625,23473
755.1875,23460
757.5546875,23455
760.765625,23377
763.7265625,23411
768.734375,23438
770.6015625,23450
772.640625,23443
774.2421875,23430
776.2109375,23401
780.8359375,23392
782.6171875,23439
785.359375,23410
789.8515625,23435
793.203125,23426
796.34375,23422
799.1640625,23427
800.6015625,23406
802.4453125,23440
804.3515625,23445
806.7890625,23432
808.3203125,23433
812.625,23395
815.125,23424
817.078125,23423
818.609375,23436
820.3203125,23429
821.921875,23431
823.7578125,23439
825.734375,23424
827.0,23430
829.328125,23426
830.6875,23452
832.578125,23442
834.90625,23445
836.484375,23422
838.2109375,23433
839.765625,23435
841.203125,23426
843.65625,23409
847.1328125,23460
848.859375,23358
850.7734375,23445
852.765625,23455
857.125,23449
860.578125,23427
862.046875,23430
863.6484375,23435
870.046875,23458
872.5234375,23451
874.359375,23407
876.3203125,23356
878.3125,23390
881.0859375,23346
882.6015625,23449
885.28125,23462
890.15625,23322
892.1015625,23378
894.71875,23372
896.7421875,23380
898.71875,23360
901.640625,23355
904.0859375,23410
905.75,23414
907.9765625,23398
909.9140625,23415
911.75,23404
913.5390625,23424
916.2734375,23441
917.7265625,23472
919.609375,23417
921.3515625,23442
923.484375,23451
925.265625,23461
926.2265625,23454
930.578125,23406
934.21875,23412
936.0234375,23416
937.9140625,23403
941.8125,23438
944.59375,23443
946.59375,23437
948.2265625,23401
949.921875,23386
951.796875,23389
955.0234375,23268
957.640625,23425
960.359375,23429
962.671875,23407
964.6015625,23394
966.8671875,23402
968.9609375,23408
971.0234375,23415
972.953125,23412
975.015625,23407
977.203125,23411
979.21875,23433
981.53125,23410
983.46875,23422
985.6328125,23413
987.6640625,23416
989.390625,23421
991.2890625,23443
993.046875,23422
994.8515625,23406
997.4140625,23445
999.234375,23429
1001.390625,23437
1003.2421875,23460
1005.7578125,23471
1007.734375,23476
1010.09375,23471
1011.8125,23390
1013.9609375,23419
1015.9921875,23411
1019.421875,23451
1021.3828125,23428
1023.5,23405
1025.7109375,23324
1027.8203125,23360
1029.6953125,23405
1031.9375,23394
1033.6875,23428
1035.9375,23423
1038.0078125,23431
1041.5546875,23281
1044.46875,23433
1046.359375,23444
1048.5546875,23419
1051.03125,23416
1054.1953125,23408
1056.3359375,23429
1058.8125,23429
1061.203125,23406
1063.53125,23387
1066.2265625,23400
1068.6875,23403
1071.2890625,23401
1074.03125,23380
1077.4140625,23425
1079.171875,23398
1083.0,23436
1085.25,23387
1088.734375,23395
1091.3515625,23420
1093.4765625,23384
1095.9765625,23382
1098.3828125,23380
1100.7890625,23388
1103.5078125,23389
1106.1328125,23372
1108.578125,23386
1110.7265625,23370
1112.6953125,23405
1114.96875,23387
1116.9453125,23408
1120.234375,23413
1123.375,23431
1125.3984375,23406
1127.5234375,23422
1129.4609375,23443
1131.65625,23443
1133.5390625,23427
1135.6171875,23416
1137.484375,23430
1139.296875,23429
1140.9921875,23423
1142.5390625,23434
1144.625,23432
1146.4296875,23436
1148.34375,23447
1150.5390625,23443
1152.515625,23440
1155.1328125,23459
1157.1484375,23446
1159.359375,23387
1161.3828125,23438
1163.5546875,23423
1165.3359375,23436
1167.1328125,23446
1168.8828125,23413
1170.609375,23436
1172.890625,23436
1174.7421875,23434
1176.6484375,23427
1178.890625,23410
1181.15625,23452
1183.4296875,23448
1185.7421875,23447
1188.0625,23448
1190.5859375,23448
1193.1171875,23452
1195.59375,23464
1198.3515625,23461
1201.125,23472
1203.359375,23453
1206.0078125,23455
1208.21875,23438
1210.125,23447
1212.46875,23434
1214.328125,23428
1216.6015625,23441
1218.9921875,23426
1221.7578125,23441
1223.65625,23426
1225.75,23409
1227.59375,23416
1229.65625,23424
1232.109375,23426
1234.40625,23411
1236.8125,23408
1239.1171875,23407
1241.4765625,23427
1243.9921875,23405
1246.78125,23233
1250.1484375,23427
1253.8828125,23432
1256.34375,23424
1258.671875,23449
1260.96875,23464
1263.359375,23450
1266.0234375,23444
1268.6484375,23447
1271.3984375,23442
1274.1875,23440
1276.6953125,23447
1279.5859375,23443
1281.8046875,23446
1285.1171875,23454
1288.2421875,23450
1290.8671875,23456
1293.328125,23448
1295.9609375,23452
1299.140625,23445
1301.9296875,23421
1307.6796875,23450
1310.0859375,23424
1312.5625,23450
1314.5859375,23444
1316.8359375,23436
1319.140625,23442
1323.140625,23286
1331.5390625,23460
1335.0703125,23445
1340.40625,23400
1344.3203125,23454
1350.6640625,23468
1354.3359375,23449
1357.2890625,23451
1360.046875,23455
1362.8359375,23452
1365.6484375,23453
1368.6171875,23454
1371.4375,23446
1374.03125,23443
1379.1796875,23362
1383.4296875,23445
1387.1953125,23449
1392.96875,23444
1396.1328125,23456
1399.625,23450
1402.6953125,23447
1405.8046875,23449
1408.7734375,23449
1411.703125,23447
1415.359375,23448
1418.4765625,23260
1424.1484375,23428
1429.109375,23443
1435.3984375,23402
1439.15625,23439
1441.6171875,23423
1446.140625,23449
1449.5078125,23447
1452.46875,23444
1455.9453125,23442
1458.84375,23463
1461.828125,23456
1464.8984375,23466
1469.5078125,23443
1476.4921875,23423
1479.59375,23444
1482.453125,23461
1489.890625,23443
1492.953125,23441
1495.9296875,23441
1498.4921875,23446
1502.171875,23449
1506.0078125,23450
1509.15625,23453
1518.8046875,23427
1521.5546875,23435
1525.53125,23447
1527.9296875,23425
1530.65625,23434
1533.75,23434
1537.3359375,23438
1540.4921875,23427
1544.234375,23431
1547.109375,23422
1550.1953125,23432
1553.6640625,23437
1555.96875,23430
1559.21875,23431
1561.9921875,23435
1564.7734375,23432
1568.3203125,23426
1571.6015625,23419
1580.2421875,23408
1583.03125,23430
1586.15625,23433
1589.6484375,23432
1593.375,23433
1596.171875,23416
1599.546875,23437
1602.6640625,23432
1606.0,23429
1609.921875,23430
1613.9296875,23424
1617.359375,23433
1625.484375,23424
1630.2109375,23422
1633.8984375,23423
1637.625,23415
1642.3125,23395
1646.734375,23441
1652.5546875,23446
1656.3515625,23398
1660.046875,23203
1672.171875,23383
1677.4765625,23392
1682.6875,23372
1686.328125,23358
1691.6953125,23391
1699.5,23381
1704.15625,23396
1710.1484375,23397
1714.671875,23398
1718.484375,23406
1721.734375,23417
1731.4453125,23414
1735.90625,23361
1740.0390625,23390
1743.296875,23382
1751.984375,23387
1755.9921875,23389
1759.28125,23393
1763.8984375,23379
1767.4921875,23399
1771.0078125,23379
1774.6171875,23393
1778.09375,23387
1781.6171875,23208
1787.296875,23309
1797.3515625,23369
1801.078125,23382
1804.6796875,23376
1807.984375,23380
1812.265625,23349
1816.3984375,23386
1821.9140625,23375
1828.90625,23372
1832.46875,23381
1835.9375,23390
1839.5546875,23387
1843.28125,23389
1848.0234375,23383
1851.6484375,23386
1854.9296875,23389
1857.9921875,23384
1861.046875,23382
1864.296875,23381
1866.984375,23382
1869.2734375,23385
1872.140625,23389
1879.0,23391
1882.1171875,23383
1885.4375,23382
1888.1875,23380
1890.9296875,23390
1894.625,23364
1897.671875,23376
1900.921875,23377
1904.734375,23376
1908.921875,23379
1912.5078125,23388
1915.9375,23384
1919.3046875,23379
1922.3984375,23388
1925.4765625,23383
1928.4296875,23384
1931.609375,23383
1934.1796875,23352
1937.796875,23386
1941.609375,23392
1944.8671875,23386
1948.1015625,23385
1951.40625,23384
1954.828125,23384
1958.6875,23385
1962.6484375,23384
1966.296875,23392
1969.109375,23387
1972.921875,23334
1978.65625,23402
1982.7265625,23401
1986.3828125,23394
1989.8984375,23393
1993.203125,23394
1995.71875,23366
1999.7578125,23393
2003.546875,23383
2007.828125,23372
2010.109375,23394
2020.046875,23398
2023.390625,23350
2033.7578125,23323
2039.4921875,23355
2043.8984375,23394
2053.078125,23177
2058.7109375,23350
2063.1796875,23371
2066.828125,23351
2070.140625,23371
2074.3671875,23379
2077.984375,23379
2081.3984375,23381
2085.0703125,23377
2087.75,23336
2091.25,23365
2094.8515625,23363
2098.0234375,23363
2101.359375,23350
2103.953125,23352
2109.203125,23332
2114.0234375,23341
2117.7109375,23355
2120.4296875,23355
2123.484375,23332
2128.8046875,23357
2132.4375,23364
2135.7890625,23373
2137.546875,23342
2141.578125,23361
2144.0546875,23367
2147.703125,23381
2151.0,23383
2154.4296875,23350
2157.921875,23351
2160.5703125,23341
2164.9921875,23364
2169.0,23364
2172.3984375,23362
2175.6328125,23361
2178.9296875,23314
2183.1015625,23360
2186.9453125,23369
2189.90625,23364
2193.1484375,23362
2197.4375,23335
2200.703125,23349
2205.140625,23358
2208.890625,23367
2212.6484375,23338
2215.8203125,23384
2219.1640625,23291
2223.34375,23363
2226.9609375,23351
2230.4140625,23365
2236.1640625,23373
2239.2578125,23353
2242.6328125,23347
2245.9375,23318
2249.921875,23328
2253.9375,23343
2256.1171875,23308
2259.7421875,23331
2265.46875,23337
2268.4921875,23339
2272.796875,23124
2278.5859375,23365
2281.5234375,23371
2284.1328125,23362
2286.796875,23364
2290.234375,23338
2295.2421875,23338
2298.359375,23336
2301.2734375,23324
2305.5234375,23353
2309.1875,23331
2313.109375,23343
2315.03125,23278
2323.53125,23334
2325.953125,23341
2328.703125,23345
2332.0859375,23339
2334.9375,23345
2337.8203125,23345
2340.921875,23351
2344.1484375,23354
2346.9453125,23346
2349.3203125,23301
2353.953125,23320
2365.75,23323
2373.1328125,23322
2379.3046875,23363
2386.6875,23366
2391.265625,23322
2398.171875,23165
2402.40625,23343
2413.234375,23328
2421.234375,23351
2425.265625,23358
2428.84375,23344
2434.3359375,23327
2440.6171875,23321
2446.3125,23256
2450.890625,23345
2454.875,23370
2459.03125,23368
2462.625,23341
2466.1171875,23351
2469.4921875,23337
2473.4453125,23346
2477.0390625,23347
2480.4765625,23342
2484.0625,23312
2488.2578125,23343
2491.640625,23355
2498.734375,23378
2502.75,23330
2506.5546875,23346
2509.703125,23343
2512.6484375,23344
2516.4453125,23340
2520.828125,23356
2523.6171875,23335
2526.671875,23335
2530.6953125,23315
2534.0859375,23302
2537.359375,23319
2542.2578125,23134
2546.0234375,23271
2556.3203125,23332
2559.0546875,23332
2562.2109375,23335
2567.546875,23336
2571.0859375,23288
2577.75,23321
2581.1328125,23329
2587.234375,23312
2591.7265625,23335
2595.46875,23344
2601.390625,23337
2604.6796875,23320
2608.1484375,23334
2611.6875,23337
2614.9140625,23333
2618.5859375,23289
2623.390625,23345
2628.546875,23342
2632.234375,23316
2635.375,23305
2638.1484375,23295
2642.390625,23307
2644.421875,23277
2648.109375,23282
2653.875,23323
2657.5234375,23333
2660.953125,23305
2667.8984375,23120
2671.84375,23291
2682.0859375,23324
2685.3203125,23332
2691.3125,23280
2695.7421875,23329
2698.8984375,23325
2701.484375,23324
2704.65625,23328
2707.5390625,23334
2711.046875,23311
2715.6953125,23345
2718.5546875,23329
2720.9921875,23373
2722.984375,23412
2725.21875,23431
2728.125,23460
2730.9453125,23448
2733.7265625,23450
2737.5390625,23455
2739.875,23459
2742.78125,23450
2745.03125,23467
2747.1171875,23474
2749.0390625,23475
2751.484375,23470
2753.7578125,23479
2756.3671875,23453
2759.2890625,23437
2761.6015625,23389
2764.015625,23391
2766.2890625,23348
2771.9375,23375
2774.9453125,23416
2777.1875,23431
2781.015625,23240
2784.421875,23372
2790.1640625,23434
2792.921875,23391
2798.4921875,23442
2803.6953125,23398
2810.625,23412
2813.7109375,23381
2819.4765625,23337
2830.09375,23345
2833.2734375,23403
2837.109375,23407
2840.0625,23407
2843.1484375,23392
2846.0703125,23403
2850.03125,23377
2854.0390625,23399
2857.390625,23395
2864.09375,23370
2869.140625,23394
2871.8671875,23400
2876.7265625,23400
2882.21875,23373
2887.625,23422
2895.2890625,23380
2900.2578125,23384
2903.59375,23422
2906.671875,23428
2909.640625,23428
2912.7890625,23427
2915.6640625,23426
2918.4296875,23424
2921.546875,23427
2924.15625,23429
2927.46875,23414
2932.8125,23432
2938.2421875,23421
2941.8125,23432
2945.6328125,23424
2949.2578125,23424
2952.8984375,23428
2956.5625,23426
2959.640625,23433
2963.28125,23434
2967.1015625,23430
2972.9609375,23432
2976.328125,23432
2980.28125,23428
2983.5625,23429
2986.765625,23431
2991.109375,23375
2996.328125,23411
2999.859375,23425
3003.65625,23428
3007.0703125,23428
3010.2890625,23427
3014.171875,23423
3017.6796875,23422
3020.78125,23425
3023.8671875,23422
3027.3203125,23428
3030.421875,23427
3033.9765625,23424
3037.296875,23428
3040.9765625,23426
3044.140625,23402
3051.5390625,23424
3055.1796875,23401
3059.125,23425
3062.4140625,23431
3066.4453125,23422
3069.5390625,23435
3072.8515625,23430
3074.6328125,23416
3083.0234375,23431
3086.359375,23425
3089.921875,23420
3093.171875,23425
3096.453125,23423
3098.4609375,23381
3102.1953125,23472
3104.5625,23480
3108.25,23423
3114.9296875,23429
3119.109375,23467
3121.5546875,23489
3123.5625,23464
3126.625,23460
3132.4453125,23455
3134.4140625,23469
3136.9765625,23373
3138.5,23325
3143.703125,23361
3147.0078125,23546
3153.1875,23506
3155.828125,23504
3158.265625,23493
3160.828125,23499
3163.921875,23553
3166.359375,23560
3168.609375,23561
3172.078125,23565
3175.1796875,23526
3177.8984375,23550
3180.0390625,23550
3182.1640625,23524
3185.4609375,23544
3187.671875,23552
3190.1328125,23529
3192.0546875,23519
3194.2578125,23524
3196.3671875,23517
3198.2109375,23508
3201.21875,23546
3203.6015625,23551
3206.0390625,23535
3207.8046875,23456
3209.8828125,23446
3212.21875,23450
3216.796875,23472
3219.0859375,23470
3221.8203125,23462
3224.328125,23475
3226.8671875,23474
3229.328125,23473
3232.109375,23479
3234.734375,23471
3237.1328125,23474
3239.796875,23475
3242.2734375,23477
3244.8125,23476
3248.09375,23477
3251.2265625,23469
3253.6640625,23482
3256.265625,23465
3258.84375,23438
3262.2578125,23463
3265.5078125,23455
3268.171875,23470
3270.8125,23465
3273.671875,23466
3276.5703125,23464
3279.703125,23511
3287.3203125,23468
3290.1875,23444
3294.7578125,23454
3297.8984375,23462
3300.8359375,23448
3307.21875,23458
3310.4765625,23469
3313.6484375,23451
3316.484375,23446
3320.0,23463
3323.3671875,23458
3326.28125,23458
3328.9453125,23460
3332.671875,23458
3335.1953125,23461
3337.9609375,23461
3340.3359375,23471
3342.8984375,23466
3345.5390625,23468
3348.171875,23474
3352.421875,23255
3357.4296875,23445
3362.0703125,23485
3365.359375,23462
3368.2421875,23460
3371.2109375,23476
3373.796875,23476
3376.5390625,23475
3379.4453125,23483
3382.6953125,23463
3385.359375,23461
3388.6640625,23464
3391.4609375,23462
3395.3203125,23479
3399.7265625,23477
3402.171875,23474
3405.4140625,23471
3408.125,23460
3410.8359375,23461
3416.765625,23457
3420.0234375,23455
3423.1484375,23453
3426.0546875,23466
3428.796875,23461
3431.46875,23463
3434.3359375,23463
3436.953125,23462
3439.921875,23460
3442.828125,23458
3447.0078125,23460
3449.859375,23462
3453.09375,23429
3456.3203125,23464
3459.1796875,23465
3462.7734375,23464
3465.9140625,23466
3469.671875,23460
3473.109375,23456
3477.3125,23457
3480.40625,23457
3483.421875,23442
3486.390625,23453
3489.0859375,23459
3491.8046875,23457
3494.5078125,23408
3498.5859375,23447
3503.8515625,23255
3513.453125,23475
3517.453125,23476
3520.1953125,23437
3523.0546875,23453
3525.765625,23452
3528.9140625,23399
3535.203125,23462
3539.2421875,23443
3542.734375,23450
3546.0234375,23450
3549.1015625,23450
3551.8984375,23452
3555.5625,23454
3558.484375,23414
3562.5078125,23447
3565.828125,23453
3570.265625,23448
3572.890625,23453
3575.6640625,23451
3578.2734375,23450
3580.984375,23455
3583.6015625,23448
3586.125,23454
3588.859375,23457
3591.8828125,23400
3595.828125,23447
3599.0,23450
3604.5625,23451
3607.578125,23452
3609.671875,23444
3611.5078125,23466
3614.390625,23462
3616.6640625,23377
3619.625,23422
3622.1171875,23421
3624.65625,23429
3627.125,23414
3629.4375,23431
3631.765625,23427
3634.09375,23422
3636.828125,23379
3640.6171875,23411
3642.8671875,23421
3645.4765625,23420
3648.3203125,23410
3651.046875,23420
3654.0859375,23418
3657.0078125,23413
3659.171875,23372
3662.8828125,23400
3665.7109375,23407
3668.453125,23410
3673.015625,23385
3680.40625,23386
3686.03125,23357
3690.109375,23383
3693.4296875,23391
3696.7265625,23386
3699.8203125,23388
3703.0546875,23382
3706.140625,23389
3709.421875,23392
3712.3671875,23383
3715.453125,23400
3730.984375,23297
3734.328125,23339
3742.5078125,23354
3746.125,23401
3750.8671875,23342
3758.3125,23393
3763.1171875,23178
3766.4296875,23339
3774.3515625,23407
3778.6484375,23368
3783.8046875,23389
3788.0390625,23350
3794.859375,23401
3796.96875,23357
3802.578125,23394
3805.4609375,23377
3812.09375,23400
3814.8203125,23369
3819.75,23381
3822.609375,23391
3825.2734375,23393
3828.0390625,23368
3831.4140625,23382
3834.3984375,23378
3838.3359375,23383
3841.0859375,23403
3845.5078125,23307
3848.5078125,23402
3851.3125,23381
3856.453125,23370
3862.6484375,23372
3865.8984375,23417
3869.4296875,23412
3872.5,23377
3876.8828125,23406
3882.765625,23348
3887.296875,23412
3892.9609375,23399
3896.3515625,23403
3898.9375,23401
3902.3515625,23374
3905.6953125,23414
3908.9921875,23365
3914.8671875,23394
3920.5234375,23413
3923.75,23361
3927.59375,23401
3934.1015625,23379
3936.953125,23410
3946.2890625,23359
3950.25,23384
3956.078125,23366
3958.8359375,23370
3961.84375,23181
3964.5234375,23237
3972.84375,23377
3978.8828125,23136
3984.1640625,23346
3995.15625,23336
4005.0546875,23383
4012.1484375,23392
4021.96875,23324
4033.265625,23366
4040.296875,23413
4051.5546875,23413
4058.5,23387
4065.640625,23407
4077.234375,23370
4085.40625,23443
4093.953125,23363
4100.34375,23439
4104.09375,23440
4107.953125,23392
4111.6875,23442
4116.375,23421
4118.9140625,23451
4121.578125,23441
4124.921875,23438
4128.1015625,23431
4131.1171875,23425
4133.921875,23429
4136.671875,23412
4143.609375,23421
4147.515625,23435
4154.2109375,23431
4157.1484375,23435
4169.7578125,23420
4173.8828125,23445
4176.546875,23451
4179.34375,23445
4182.265625,23429
4186.4609375,23447
4189.5625,23444
4192.4921875,23420
4196.4296875,23442
4202.40625,23419
4207.5234375,23247
4210.9140625,23395
4224.796875,23447
4227.9140625,23448
4230.875,23419
4237.96875,23458
4241.1640625,23459
4248.0078125,23397
4251.8125,23430
4254.3359375,23414
4261.578125,23446
4264.0703125,23436
4266.5625,23438
4269.1484375,23439
4272.078125,23434
4274.9765625,23426
4277.7265625,23401
4281.3671875,23444
4284.390625,23448
4287.4609375,23447
4290.8828125,23454
4293.9296875,23460
4297.078125,23455
4300.15625,23462
4302.8125,23431
4307.015625,23412
4309.484375,23437
4312.0546875,23434
4314.6484375,23442
4317.21875,23442
4319.4609375,23444
4321.828125,23423
4327.3984375,23438
4330.9296875,23436
4334.5234375,23441
4341.3515625,23438
4346.6953125,23397
4352.0234375,23445
4355.5859375,23448
4361.921875,23447
4366.5703125,23251
4370.0546875,23424
4381.4140625,23410
4385.5546875,23446
4389.71875,23431
4397.6328125,23418
4401.0546875,23439
4403.8203125,23435
4407.140625,23453
4411.4609375,23453
4415.0625,23447
4418.6015625,23439
4421.734375,23417
4425.4140625,23450
4430.1484375,23427
4433.0,23452
4436.1328125,23449
4439.1875,23455
4442.3984375,23446
4445.453125,23454
4447.9765625,23443
4451.84375,23440
4454.71875,23453
4459.2265625,23455
4462.03125,23457
4465.8671875,23417
4469.78125,23433
4472.359375,23432
4474.7890625,23457
4477.203125,23452
4481.171875,23443
4483.984375,23445
4489.25,23438
4492.8515625,23437
4497.0078125,23217
4500.359375,23418
4503.6484375,23428
4507.0390625,23422
4508.921875,23425
4510.6796875,23464
4513.25,23440
4516.5078125,23385
4520.78125,23449
4527.015625,23434
4529.921875,23416
4533.375,23445
4537.375,23438
4540.546875,23458
4543.8984375,23443
4547.1015625,23454
4550.28125,23456
4553.8203125,23449
4557.1875,23451
4560.4296875,23397
4564.296875,23443
4567.328125,23443
4572.4453125,23442
4575.5546875,23449
4578.796875,23451
4582.1171875,23452
4585.09375,23442
4588.5625,23447
4591.4296875,23427
4595.3125,23452
4598.375,23455
4601.765625,23448
4604.5625,23451
4607.0390625,23455
4609.8359375,23449
4612.5625,23454
4615.578125,23458
4618.59375,23457
4620.9453125,23448
4624.53125,23452
4627.2109375,23453
4630.1796875,23409
4634.4296875,23452
4636.703125,23456
4639.703125,23443
4648.6171875,23438
4652.6484375,23433
4657.03125,23228
4660.4296875,23423
4665.8046875,23436
4668.9453125,23453
4671.890625,23441
4674.5234375,23435
4678.1015625,23446
4682.4921875,23428
4686.546875,23385
4690.9140625,23429
4694.375,23433
4698.296875,23429
4701.4140625,23429
4704.0859375,23422
4706.6796875,23427
4710.1875,23440
4713.265625,23440
4716.2265625,23442
4719.3671875,23434
4722.78125,23437
4725.8203125,23437
4728.765625,23436
4731.890625,23435
4735.078125,23399
4739.15625,23432
4742.1015625,23434
4747.421875,23429
4750.1015625,23435
4753.015625,23429
4756.0,23430
4759.0078125,23434
4761.8046875,23429
4764.625,23429
4767.6171875,23428
4770.59375,23433
4773.84375,23436
4776.765625,23428
4779.5234375,23431
4783.953125,23427
4786.5859375,23401
4790.09375,23422
4793.0546875,23431
4795.859375,23440
4798.6171875,23407
4804.5234375,23436
4807.890625,23432
4811.0859375,23440
4814.4453125,23434
4816.96875,23416
4820.390625,23422
4827.046875,23425
4830.6953125,23432
4838.71875,23390
4841.6796875,23381
4843.4140625,23388
4849.5390625,23489
4853.734375,23367
4856.4609375,23512
4858.6796875,23503
4860.71875,23524
4863.484375,23528
4865.3125,23530
4867.5390625,23524
4870.1953125,23531
4872.328125,23520
4874.8515625,23517
4877.8828125,23516
4880.1171875,23503
4884.59375,23524
4886.6796875,23521
4888.75,23522
4891.125,23521
4893.53125,23530
4895.9140625,23547
4899.703125,23299
4905.3046875,23480
4907.671875,23479
4910.515625,23465
4913.25,23464
4916.25,23464
4919.1171875,23462
4921.9921875,23460
4924.2734375,23473
4926.84375,23472
4929.8828125,23461
4932.4296875,23462
4935.09375,23464
4937.6953125,23454
4940.421875,23444
4943.1640625,23456
4945.890625,23454
4948.7265625,23457
4951.6953125,23419
4955.09375,23460
4958.9609375,23485
4961.8515625,23470
4964.265625,23453
4968.6875,23456
4971.6640625,23450
4974.03125,23452
4977.8203125,23443
4980.9765625,23463
4984.296875,23466
4987.625,23468
4991.171875,23464
4994.234375,23464
4997.3203125,23466
5000.2265625,23464
5003.140625,23459
5006.2109375,23458
5009.65625,23470
5012.5703125,23465
5015.5625,23462
5018.2421875,23462
5021.34375,23458
5024.265625,23461
5027.3125,23432
5030.9765625,23471
5034.1796875,23544
5036.7109375,23551
5039.375,23526
5041.921875,23537
5044.765625,23551
5047.34375,23529
5050.546875,23563
5053.0390625,23542
5055.5078125,23551
5058.640625,23534
5060.484375,23468
5065.2265625,23474
5068.015625,23463
5071.25,23468
5075.828125,23281
5082.859375,23475
5086.84375,23467
5090.34375,23466
5094.046875,23453
5097.375,23466
5100.2265625,23420
5104.2421875,23450
5106.78125,23450
5109.625,23457
5112.140625,23435
5115.28125,23440
5118.015625,23448
5121.234375,23444
5123.7734375,23448
5126.7109375,23446
5130.703125,23500
5132.9765625,23533
5135.0390625,23522
5137.421875,23530
5139.2421875,23547
5141.1328125,23526
5143.5703125,23508
5145.65625,23540
5147.8671875,23529
5150.375,23531
5152.59375,23434
5155.2578125,23479
5158.2265625,23428
5164.5078125,23237
5169.171875,23382
